rule_id,rule_title,rule_source,framework,framework_name,edition,relation,fit,identifier,identifier_title
seclog,Security logging with traceable context,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-security-logging.md,nist-airmf,NIST AI Risk Management Framework,1.0 (NIST AI 100-1),aligns with guidance,broad,GOVERN 4.3,"Organizational practices are in place to enable AI testing, identification of incidents, and information sharing."
seclog,Security logging with traceable context,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-security-logging.md,nist-airmf,NIST AI Risk Management Framework,1.0 (NIST AI 100-1),aligns with guidance,broad,MAP 4.2,"Internal risk controls for components of the AI system, including third-party AI technologies, are identified and documented."
seclog,Security logging with traceable context,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-security-logging.md,nist-ssdf,NIST Secure Software Development Framework,1.1 (SP 800-218),supports control,broad,PW.5.1,Follow secure coding practices
seclog,Security logging with traceable context,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-security-logging.md,owasp-asvs,OWASP Application Security Verification Standard,5.0.0,supports control,tight,V16,Security Logging and Error Handling
seclog,Security logging with traceable context,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-security-logging.md,owasp-cheatsheet,OWASP Cheat Sheet Series,commit f54d8ded2764010ecacd0deb87e1586da32d41dd (2026-07-04),aligns with guidance,tight,logging,Logging Cheat Sheet
seclog,Security logging with traceable context,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-security-logging.md,owasp-mcp,OWASP MCP Top 10,2025,addresses risk,tight,MCP08,Lack of Audit and Telemetry
seclog,Security logging with traceable context,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-security-logging.md,owasp-proactive,OWASP Top 10 Proactive Controls,4.0.0,supports control,tight,C9,Implement Security Logging and Monitoring
seclog,Security logging with traceable context,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-security-logging.md,owasp-web,OWASP Top 10 (Web Application Security Risks),2025,addresses risk,tight,A09,Security Logging & Alerting Failures
sectok,Secure session and token handling,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-session-token-management.md,atlas,MITRE ATLAS,2026.06,mitigates technique,broad,AML.T0055,Unsecured Credentials
sectok,Secure session and token handling,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-session-token-management.md,atlas,MITRE ATLAS,2026.06,mitigates technique,broad,AML.T0091.000,Application Access Token
sectok,Secure session and token handling,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-session-token-management.md,atlas,MITRE ATLAS,2026.06,mitigates technique,broad,AML.T0091.001,Web Session Cookie
sectok,Secure session and token handling,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-session-token-management.md,atlas,MITRE ATLAS,2026.06,mitigates technique,broad,AML.T0113,Steal Web Session Cookie
sectok,Secure session and token handling,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-session-token-management.md,csa-aicm,CSA AI Controls Matrix,1.1.0,supports control,broad,CEK-03,Data Protection
sectok,Secure session and token handling,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-session-token-management.md,csa-aicm,CSA AI Controls Matrix,1.1.0,supports control,broad,IAM-13,Strong Authentication
sectok,Secure session and token handling,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-session-token-management.md,csa-aicm,CSA AI Controls Matrix,1.1.0,supports control,tight,IAM-14,Credentials Management
sectok,Secure session and token handling,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-session-token-management.md,csa-ccm,CSA Cloud Controls Matrix,4.1.0,supports control,broad,CEK-03,Data Protection
sectok,Secure session and token handling,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-session-token-management.md,csa-ccm,CSA Cloud Controls Matrix,4.1.0,supports control,broad,IAM-13,Strong Authentication
sectok,Secure session and token handling,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-session-token-management.md,csa-ccm,CSA Cloud Controls Matrix,4.1.0,supports control,tight,IAM-14,Credentials Management
sectok,Secure session and token handling,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-session-token-management.md,iso-23894,ISO/IEC 23894:2023 AI guidance on risk management,2023,aligns with guidance,broad,A.11,Security
sectok,Secure session and token handling,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-session-token-management.md,nist-80053,NIST SP 800-53 Security and Privacy Controls,Rev 5 (catalog 5.2.0),supports control,broad,IA-5,Authenticator Management
sectok,Secure session and token handling,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-session-token-management.md,nist-80053,NIST SP 800-53 Security and Privacy Controls,Rev 5 (catalog 5.2.0),supports control,tight,SC-23,Session Authenticity
sectok,Secure session and token handling,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-session-token-management.md,nist-80053,NIST SP 800-53 Security and Privacy Controls,Rev 5 (catalog 5.2.0),supports control,tight,SC-23(1),Invalidate Session Identifiers at Logout
sectok,Secure session and token handling,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-session-token-management.md,nist-ssdf,NIST Secure Software Development Framework,1.1 (SP 800-218),supports control,broad,PW.5.1,Follow secure coding practices
sectok,Secure session and token handling,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-session-token-management.md,owasp-asvs,OWASP Application Security Verification Standard,5.0.0,supports control,tight,V7,Session Management
sectok,Secure session and token handling,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-session-token-management.md,owasp-asvs,OWASP Application Security Verification Standard,5.0.0,supports control,tight,V9,Self-contained Tokens
sectok,Secure session and token handling,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-session-token-management.md,owasp-cheatsheet,OWASP Cheat Sheet Series,commit f54d8ded2764010ecacd0deb87e1586da32d41dd (2026-07-04),aligns with guidance,broad,cross-site-request-forgery-prevention,Cross-Site Request Forgery Prevention Cheat Sheet
sectok,Secure session and token handling,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-session-token-management.md,owasp-cheatsheet,OWASP Cheat Sheet Series,commit f54d8ded2764010ecacd0deb87e1586da32d41dd (2026-07-04),aligns with guidance,tight,session-management,Session Management Cheat Sheet
secssr,Validate server-initiated requests,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-ssrf-prevention.md,csa-aicm,CSA AI Controls Matrix,1.1.0,supports control,broad,AIS-09,Input Validation
secssr,Validate server-initiated requests,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-ssrf-prevention.md,csa-aicm,CSA AI Controls Matrix,1.1.0,supports control,broad,I&S-09,Network Defense
secssr,Validate server-initiated requests,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-ssrf-prevention.md,csa-ccm,CSA Cloud Controls Matrix,4.1.0,supports control,broad,AIS-04,Secure Application Development Lifecycle
secssr,Validate server-initiated requests,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-ssrf-prevention.md,csa-ccm,CSA Cloud Controls Matrix,4.1.0,supports control,broad,I&S-09,Network Defense
secssr,Validate server-initiated requests,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-ssrf-prevention.md,cwe,MITRE CWE,4.20,mitigates weakness,tight,CWE-918,Server-Side Request Forgery (SSRF)
secssr,Validate server-initiated requests,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-ssrf-prevention.md,owasp-api,OWASP API Security Top 10,2023,addresses risk,tight,API7,Server Side Request Forgery
secssr,Validate server-initiated requests,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-ssrf-prevention.md,owasp-cheatsheet,OWASP Cheat Sheet Series,commit f54d8ded2764010ecacd0deb87e1586da32d41dd (2026-07-04),aligns with guidance,tight,server-side-request-forgery-prevention,Server Side Request Forgery Prevention Cheat Sheet
secssr,Validate server-initiated requests,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-ssrf-prevention.md,owasp-proactive,OWASP Top 10 Proactive Controls,4.0.0,supports control,tight,C10,Stop Server Side Request Forgery
secspr,Resolve privileged filesystem paths against symlink races,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-symlink-resolution.md,cwe,MITRE CWE,4.20,mitigates weakness,broad,CWE-367,Time-of-check Time-of-use (TOCTOU) Race Condition
secspr,Resolve privileged filesystem paths against symlink races,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-symlink-resolution.md,cwe,MITRE CWE,4.20,mitigates weakness,tight,CWE-59,Improper Link Resolution Before File Access ('Link Following')
secspr,Resolve privileged filesystem paths against symlink races,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-symlink-resolution.md,cwe,MITRE CWE,4.20,mitigates weakness,tight,CWE-363,Race Condition Enabling Link Following
secspr,Resolve privileged filesystem paths against symlink races,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-symlink-resolution.md,owasp-asvs,OWASP Application Security Verification Standard,5.0.0,supports control,broad,V5,File Handling
secthm,Threat-model new trust boundaries before implementation,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-threat-model-boundaries.md,csa-aicm,CSA AI Controls Matrix,1.1.0,supports control,tight,TVM-04,Threat Analysis and Modelling
secthm,Threat-model new trust boundaries before implementation,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-threat-model-boundaries.md,csa-ccm,CSA Cloud Controls Matrix,4.1.0,supports control,tight,TVM-04,Threat Analysis and Modelling
secthm,Threat-model new trust boundaries before implementation,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-threat-model-boundaries.md,iso-23894,ISO/IEC 23894:2023 AI guidance on risk management,2023,aligns with guidance,broad,6.4.2,Risk identification
secthm,Threat-model new trust boundaries before implementation,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-threat-model-boundaries.md,nist-80053,NIST SP 800-53 Security and Privacy Controls,Rev 5 (catalog 5.2.0),supports control,broad,SA-8,Security and Privacy Engineering Principles
secthm,Threat-model new trust boundaries before implementation,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-threat-model-boundaries.md,nist-80053,NIST SP 800-53 Security and Privacy Controls,Rev 5 (catalog 5.2.0),supports control,tight,SA-11(2),Threat Modeling and Vulnerability Analyses
secthm,Threat-model new trust boundaries before implementation,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-threat-model-boundaries.md,nist-ssdf,NIST Secure Software Development Framework,1.1 (SP 800-218),supports control,tight,PW.1.1,Use risk modeling to assess software risk
secthm,Threat-model new trust boundaries before implementation,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-threat-model-boundaries.md,owasp-cheatsheet,OWASP Cheat Sheet Series,commit f54d8ded2764010ecacd0deb87e1586da32d41dd (2026-07-04),aligns with guidance,tight,threat-modeling,Threat Modeling Cheat Sheet
secthm,Threat-model new trust boundaries before implementation,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-threat-model-boundaries.md,owasp-proactive,OWASP Top 10 Proactive Controls,4.0.0,supports control,tight,C4,Address Security from the Start
secthm,Threat-model new trust boundaries before implementation,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-threat-model-boundaries.md,owasp-web,OWASP Top 10 (Web Application Security Risks),2025,addresses risk,broad,A06,Insecure Design
sectvl,Validate tool arguments before use,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-tool-argument-validation.md,atlas,MITRE ATLAS,2026.06,mitigates technique,broad,AML.T0050,Command and Scripting Interpreter
sectvl,Validate tool arguments before use,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-tool-argument-validation.md,atlas,MITRE ATLAS,2026.06,mitigates technique,broad,AML.T0102,Generate Malicious Commands
sectvl,Validate tool arguments before use,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-tool-argument-validation.md,csa-aicm,CSA AI Controls Matrix,1.1.0,supports control,tight,AIS-09,Input Validation
sectvl,Validate tool arguments before use,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-tool-argument-validation.md,csa-aicm,CSA AI Controls Matrix,1.1.0,supports control,tight,AIS-11,Agents Security Boundaries
sectvl,Validate tool arguments before use,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-tool-argument-validation.md,csa-aicm,CSA AI Controls Matrix,1.1.0,supports control,tight,AIS-13,AI Sandboxing
sectvl,Validate tool arguments before use,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-tool-argument-validation.md,csa-aicm,CSA AI Controls Matrix,1.1.0,supports control,tight,IAM-18,Agent Access Restriction
sectvl,Validate tool arguments before use,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-tool-argument-validation.md,csa-ccm,CSA Cloud Controls Matrix,4.1.0,supports control,broad,AIS-04,Secure Application Development Lifecycle
sectvl,Validate tool arguments before use,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-tool-argument-validation.md,cwe,MITRE CWE,4.20,mitigates weakness,broad,CWE-22,Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal')
sectvl,Validate tool arguments before use,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-tool-argument-validation.md,cwe,MITRE CWE,4.20,mitigates weakness,broad,CWE-77,Improper Neutralization of Special Elements used in a Command ('Command Injection')
sectvl,Validate tool arguments before use,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-tool-argument-validation.md,cwe,MITRE CWE,4.20,mitigates weakness,tight,CWE-20,Improper Input Validation
sectvl,Validate tool arguments before use,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-tool-argument-validation.md,cwe,MITRE CWE,4.20,mitigates weakness,tight,CWE-88,Improper Neutralization of Argument Delimiters in a Command ('Argument Injection')
sectvl,Validate tool arguments before use,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-tool-argument-validation.md,iso-23894,ISO/IEC 23894:2023 AI guidance on risk management,2023,aligns with guidance,broad,A.11,Security
sectvl,Validate tool arguments before use,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-tool-argument-validation.md,nist-80053,NIST SP 800-53 Security and Privacy Controls,Rev 5 (catalog 5.2.0),supports control,tight,SI-10,Information Input Validation
sectvl,Validate tool arguments before use,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-tool-argument-validation.md,nist-80053,NIST SP 800-53 Security and Privacy Controls,Rev 5 (catalog 5.2.0),supports control,tight,SI-10(6),Injection Prevention
sectvl,Validate tool arguments before use,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-tool-argument-validation.md,owasp-asi,OWASP Top 10 for Agentic Applications,2026,addresses risk,broad,ASI05,Unexpected Code Execution (RCE)
sectvl,Validate tool arguments before use,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-tool-argument-validation.md,owasp-asvs,OWASP Application Security Verification Standard,5.0.0,supports control,tight,V2,Validation and Business Logic
sectvl,Validate tool arguments before use,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-tool-argument-validation.md,owasp-mcp,OWASP MCP Top 10,2025,addresses risk,broad,MCP05,Command Injection & Execution
sectvl,Validate tool arguments before use,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-tool-argument-validation.md,owasp-web,OWASP Top 10 (Web Application Security Risks),2025,addresses risk,broad,A05,Injection
secunt,"Untrusted content is data, not instructions",https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-untrusted-content.md,atlas,MITRE ATLAS,2026.06,mitigates technique,broad,AML.T0068,LLM Prompt Obfuscation
secunt,"Untrusted content is data, not instructions",https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-untrusted-content.md,atlas,MITRE ATLAS,2026.06,mitigates technique,broad,AML.T0070,RAG Poisoning
secunt,"Untrusted content is data, not instructions",https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-untrusted-content.md,atlas,MITRE ATLAS,2026.06,mitigates technique,broad,AML.T0078,Drive-by Compromise
secunt,"Untrusted content is data, not instructions",https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-untrusted-content.md,atlas,MITRE ATLAS,2026.06,mitigates technique,broad,AML.T0080,AI Agent Context Poisoning
secunt,"Untrusted content is data, not instructions",https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-untrusted-content.md,atlas,MITRE ATLAS,2026.06,mitigates technique,broad,AML.T0092,Manipulate User LLM Chat History
secunt,"Untrusted content is data, not instructions",https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-untrusted-content.md,atlas,MITRE ATLAS,2026.06,mitigates technique,broad,AML.T0094,Delay Execution of LLM Instructions
secunt,"Untrusted content is data, not instructions",https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-untrusted-content.md,atlas,MITRE ATLAS,2026.06,mitigates technique,broad,AML.T0099,AI Agent Tool Data Poisoning
secunt,"Untrusted content is data, not instructions",https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-untrusted-content.md,atlas,MITRE ATLAS,2026.06,mitigates technique,tight,AML.T0051.000,Direct
secunt,"Untrusted content is data, not instructions",https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-untrusted-content.md,atlas,MITRE ATLAS,2026.06,mitigates technique,tight,AML.T0051.001,Indirect
secunt,"Untrusted content is data, not instructions",https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-untrusted-content.md,atlas,MITRE ATLAS,2026.06,mitigates technique,tight,AML.T0051.002,Triggered
secunt,"Untrusted content is data, not instructions",https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-untrusted-content.md,atlas,MITRE ATLAS,2026.06,mitigates technique,tight,AML.T0054,LLM Jailbreak
secunt,"Untrusted content is data, not instructions",https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-untrusted-content.md,atlas,MITRE ATLAS,2026.06,mitigates technique,tight,AML.T0093,Prompt Infiltration via Public-Facing Application
secunt,"Untrusted content is data, not instructions",https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-untrusted-content.md,atlas,MITRE ATLAS,2026.06,mitigates technique,tight,AML.T0100,AI Agent Clickbait
secunt,"Untrusted content is data, not instructions",https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-untrusted-content.md,atlas,MITRE ATLAS,2026.06,mitigates technique,tight,AML.T0110,AI Agent Tool Poisoning
secunt,"Untrusted content is data, not instructions",https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-untrusted-content.md,csa-aicm,CSA AI Controls Matrix,1.1.0,supports control,broad,AIS-09,Input Validation
secunt,"Untrusted content is data, not instructions",https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-untrusted-content.md,csa-aicm,CSA AI Controls Matrix,1.1.0,supports control,broad,AIS-11,Agents Security Boundaries
secunt,"Untrusted content is data, not instructions",https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-untrusted-content.md,csa-aicm,CSA AI Controls Matrix,1.1.0,supports control,broad,DSP-24,Data Differentiation and Relevance
secunt,"Untrusted content is data, not instructions",https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-untrusted-content.md,csa-aicm,CSA AI Controls Matrix,1.1.0,supports control,broad,TVM-02,Malware and Malicious Instructions Protection Policy and Procedures
secunt,"Untrusted content is data, not instructions",https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-untrusted-content.md,csa-aicm,CSA AI Controls Matrix,1.1.0,supports control,broad,TVM-13,Guardrails
secunt,"Untrusted content is data, not instructions",https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-untrusted-content.md,csa-aicm,CSA AI Controls Matrix,1.1.0,supports control,tight,AIS-15,Prompt Differentiation
secunt,"Untrusted content is data, not instructions",https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-untrusted-content.md,csa-ccm,CSA Cloud Controls Matrix,4.1.0,supports control,broad,AIS-04,Secure Application Development Lifecycle
secunt,"Untrusted content is data, not instructions",https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-untrusted-content.md,csa-ccm,CSA Cloud Controls Matrix,4.1.0,supports control,broad,TVM-02,Malware and Malicious Instructions Protection Policy and Procedures
secunt,"Untrusted content is data, not instructions",https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-untrusted-content.md,cwe,MITRE CWE,4.20,mitigates weakness,tight,CWE-1427,Improper Neutralization of Input Used for LLM Prompting
secunt,"Untrusted content is data, not instructions",https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-untrusted-content.md,iso-23894,ISO/IEC 23894:2023 AI guidance on risk management,2023,aligns with guidance,broad,A.9,Robustness
secunt,"Untrusted content is data, not instructions",https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-untrusted-content.md,iso-23894,ISO/IEC 23894:2023 AI guidance on risk management,2023,aligns with guidance,broad,A.11,Security
secunt,"Untrusted content is data, not instructions",https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-untrusted-content.md,iso-23894,ISO/IEC 23894:2023 AI guidance on risk management,2023,aligns with guidance,broad,B.5,Risk sources related to machine learning
secunt,"Untrusted content is data, not instructions",https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-untrusted-content.md,nist-80053,NIST SP 800-53 Security and Privacy Controls,Rev 5 (catalog 5.2.0),supports control,tight,SI-10(6),Injection Prevention
secunt,"Untrusted content is data, not instructions",https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-untrusted-content.md,nist-airmf,NIST AI Risk Management Framework,1.0 (NIST AI 100-1),aligns with guidance,broad,MAP 4.2,"Internal risk controls for components of the AI system, including third-party AI technologies, are identified and documented."
secunt,"Untrusted content is data, not instructions",https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-untrusted-content.md,owasp-cheatsheet,OWASP Cheat Sheet Series,commit f54d8ded2764010ecacd0deb87e1586da32d41dd (2026-07-04),aligns with guidance,tight,llm-prompt-injection-prevention,LLM Prompt Injection Prevention Cheat Sheet
secunt,"Untrusted content is data, not instructions",https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-untrusted-content.md,owasp-llm,OWASP Top 10 for LLM Applications,2026,addresses risk,tight,LLM01,Prompt Injection
secunt,"Untrusted content is data, not instructions",https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-untrusted-content.md,owasp-mcp,OWASP MCP Top 10,2025,addresses risk,tight,MCP06,Intent Flow Subversion
secunt,"Untrusted content is data, not instructions",https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-untrusted-content.md,owasp-mcp,OWASP MCP Top 10,2025,addresses risk,tight,MCP10,Context Injection & Over-Sharing
secvde,Verify a dependency exists before adding it,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-verify-dependency-exists.md,atlas,MITRE ATLAS,2026.06,mitigates technique,tight,AML.T0011.001,Malicious Package
secvde,Verify a dependency exists before adding it,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-verify-dependency-exists.md,csa-aicm,CSA AI Controls Matrix,1.1.0,supports control,broad,AIS-12,Source Code Management
secvde,Verify a dependency exists before adding it,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-verify-dependency-exists.md,csa-aicm,CSA AI Controls Matrix,1.1.0,supports control,broad,MDS-02,Model Artifact Scanning
secvde,Verify a dependency exists before adding it,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-verify-dependency-exists.md,csa-aicm,CSA AI Controls Matrix,1.1.0,supports control,broad,MDS-12,Open Model Risk Assessment
secvde,Verify a dependency exists before adding it,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-verify-dependency-exists.md,csa-aicm,CSA AI Controls Matrix,1.1.0,supports control,broad,STA-09,Service Bill of Material (BOM)
secvde,Verify a dependency exists before adding it,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-verify-dependency-exists.md,csa-aicm,CSA AI Controls Matrix,1.1.0,supports control,broad,TVM-06,External Library Vulnerabilities
secvde,Verify a dependency exists before adding it,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-verify-dependency-exists.md,csa-aicm,CSA AI Controls Matrix,1.1.0,supports control,broad,UEM-02,Application and Service Approval
secvde,Verify a dependency exists before adding it,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-verify-dependency-exists.md,csa-aicm,CSA AI Controls Matrix,1.1.0,supports control,tight,STA-08,Supply Chain Inventory
secvde,Verify a dependency exists before adding it,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-verify-dependency-exists.md,csa-ccm,CSA Cloud Controls Matrix,4.1.0,supports control,broad,STA-01,Supply Chain Risk Management Policies and Procedures
secvde,Verify a dependency exists before adding it,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-verify-dependency-exists.md,csa-ccm,CSA Cloud Controls Matrix,4.1.0,supports control,broad,STA-03,SSRM Supply Chain
secvde,Verify a dependency exists before adding it,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-verify-dependency-exists.md,csa-ccm,CSA Cloud Controls Matrix,4.1.0,supports control,broad,STA-09,Service Bill of Material (BOM)
secvde,Verify a dependency exists before adding it,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-verify-dependency-exists.md,csa-ccm,CSA Cloud Controls Matrix,4.1.0,supports control,broad,TVM-06,External Library Vulnerabilities
secvde,Verify a dependency exists before adding it,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-verify-dependency-exists.md,csa-ccm,CSA Cloud Controls Matrix,4.1.0,supports control,broad,UEM-02,Application and Service Approval
secvde,Verify a dependency exists before adding it,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-verify-dependency-exists.md,csa-ccm,CSA Cloud Controls Matrix,4.1.0,supports control,tight,STA-08,Supply Chain Inventory
secvde,Verify a dependency exists before adding it,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-verify-dependency-exists.md,iso-23894,ISO/IEC 23894:2023 AI guidance on risk management,2023,aligns with guidance,broad,A.11,Security
secvde,Verify a dependency exists before adding it,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-verify-dependency-exists.md,iso-23894,ISO/IEC 23894:2023 AI guidance on risk management,2023,aligns with guidance,broad,B.5,Risk sources related to machine learning
secvde,Verify a dependency exists before adding it,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-verify-dependency-exists.md,nist-airmf,NIST AI Risk Management Framework,1.0 (NIST AI 100-1),aligns with guidance,broad,GOVERN 6.1,Policies and procedures are in place that address AI risks associated with third-party entities.
secvde,Verify a dependency exists before adding it,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-verify-dependency-exists.md,nist-airmf,NIST AI Risk Management Framework,1.0 (NIST AI 100-1),aligns with guidance,broad,MANAGE 3.1,"AI risks and benefits from third-party resources are regularly monitored, and risk controls are applied and documented."
secvde,Verify a dependency exists before adding it,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-verify-dependency-exists.md,nist-ssdf,NIST Secure Software Development Framework,1.1 (SP 800-218),supports control,tight,PW.4.1,Acquire well-secured third-party components
secvde,Verify a dependency exists before adding it,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECI-verify-dependency-exists.md,owasp-llm,OWASP Top 10 for LLM Applications,2026,addresses risk,tight,LLM04,Supply Chain
secres,Bounded consumption and safe failure,https://github.com/jposluns/guardrails/blob/main/.claude/rules/security/SECA-resource-bounds.md,atlas,MITRE ATLAS,2026.06,mitigates technique,broad,AML.T0046,Spamming AI System with Chaff Data
